VoteId,LegislatureNumber,VoteNum,VoteDate,VoteTitle,BillId
32:H0771,32,H0771,2022-04-26,"CSHB 166(FIN)
Second Reading
Amendment No. 1 to Amendment No. 1",32:HB 166
32:H0772,32,H0772,2022-04-26,"CSHB 166(FIN)
Second Reading
Amendment No. 1",32:HB 166
32:H0773,32,H0773,2022-04-26,"CSHB 166(FIN)
Second Reading
Amendment No. 2",32:HB 166
32:H0774,32,H0774,2022-04-26,"CSHB 166(FIN)
Second Reading
Amendment No. 3",32:HB 166
32:H0775,32,H0775,2022-04-26,"CSHB 166(FIN)
Second Reading
Table",32:HB 166
32:H0776,32,H0776,2022-04-26,"CSHB 166(FIN)
Second Reading
Amendment No. 4",32:HB 166
32:H0777,32,H0777,2022-04-26,"CSHB 291(STA)
Third Reading
Final Passage",32:HB 291
32:H0778,32,H0778,2022-04-26,"CSHB 145(HSS)
Third Reading
Final Passage",32:HB 145
32:H0779,32,H0779,2022-04-26,"CSHB 265(FIN)
Second Reading
Amendment No. 2",32:HB 265
32:H0780,32,H0780,2022-04-26,"CSHB 265(FIN)
Second Reading
Amendment No. 3",32:HB 265
32:H0781,32,H0781,2022-04-26,"SCS CSHB 41(FIN)am S
Concur",32:HB  41
32:H0782,32,H0782,2022-04-26,"SCR 8
Special Order of Business",32:SCR  8
32:H0784,32,H0784,2022-04-27,"HB 307
Third Reading
Final Passage",32:HB 307
32:H0785,32,H0785,2022-04-27,"HB 411
Second Reading
Adopt Community & Regional Affairs CS",32:HB 411
32:H0786,32,H0786,2022-04-27,"CSHB 411(CRA)
Second Reading
Amendment No. 1",32:HB 411
32:H0787,32,H0787,2022-04-27,"CSHB 411(CRA)
Sustain the Ruling of the Chair
Amendment No. 2/Ruled Out of Order",32:HB 411
32:H0788,32,H0788,2022-04-27,"CSHB 166(FIN)
Third Reading
Final Passage",32:HB 166
32:H0789,32,H0789,2022-04-27,"CSHB 265(FIN)
Third Reading
Final Passage",32:HB 265
32:H0791,32,H0791,2022-04-29,"Committee on Committees Report
Adopt",
32:H0792,32,H0792,2022-04-29,"Select Committee on Legislative Ethics
Remove - Representative Eastman (Alternate)",
32:H0793,32,H0793,2022-04-29,"Select Committee on Legislative Ethics
Approve - Representative Tilton (Alternate)",
32:H0794,32,H0794,2022-04-29,"CSHB 322(TRA)
Second Reading
Amendment No. 1",32:HB 322
32:H0795,32,H0795,2022-04-29,"CSHB 322(TRA) am
Second Reading
Amendment No. 2",32:HB 322
32:H0796,32,H0796,2022-04-29,"HB 363
Second Reading
Adopt Finance CS",32:HB 363
32:H0797,32,H0797,2022-04-29,"CSHB 411(CRA)
Third Reading
Final Passage",32:HB 411
32:H0798,32,H0798,2022-04-29,"HCS CSSB 33(FIN)
Third Reading
Final Passage",32:SB  33
32:H0799,32,H0799,2022-04-29,"In Memoriam - Jeff Weltzin
Approve Citation(s) on the Calendar",
32:H0801,32,H0801,2022-05-02,"CSHB 392(HSS) am
Third Reading
Final Passage",32:HB 392
32:H0802,32,H0802,2022-05-02,"CSHB 322(TRA) am
Third Reading
Final Passage",32:HB 322
32:H0804,32,H0804,2022-05-02,"CSHB 363(FIN)
Third Reading
Final Passage",32:HB 363
32:H0805,32,H0805,2022-05-02,"CSHB 322(TRA) am
Third Reading
Effective Date",32:HB 322
32:H0807,32,H0807,2022-05-03,"CSHB 104(FIN) am
Second Reading
Amendment No. 2",32:HB 104
32:H0808,32,H0808,2022-05-03,"CSHB 104(FIN) am
Second Reading
Amendment No. 3",32:HB 104
32:H0809,32,H0809,2022-05-03,"CSHB 104(FIN) am
Second Reading
Amendment No. 4",32:HB 104
32:H0810,32,H0810,2022-05-03,Sustain Ruling of the Chair,
32:H0812,32,H0812,2022-05-04,"CSHB 308(FIN)
Third Reading
Final Passage",32:HB 308
32:H0813,32,H0813,2022-05-04,"CSHB 104(FIN) am
Third Reading
Final Passage",32:HB 104
32:H0814,32,H0814,2022-05-04,"CSHB 104(FIN) am
Third Reading
Effective Date",32:HB 104
32:H0815,32,H0815,2022-05-04,"CSHB 289(FIN)
Third Reading
Final Passage",32:HB 289
32:H0816,32,H0816,2022-05-04,"SB 222
Third Reading
Final Passage",32:SB 222
32:H0818,32,H0818,2022-05-04,"Ombudsman
Confirm - Burkhart",
32:H0819,32,H0819,2022-05-04,"Commissioner - Department of Administration
Confirm - Vrana",
32:H0820,32,H0820,2022-05-04,"Commissioner - Department of Commerce,
Community, and Economic Development
Confirm - Sande",
32:H0821,32,H0821,2022-05-04,"Commissioner - Department of Transportation and
Public Facilities
Confirm - Anderson",
32:H0822,32,H0822,2022-05-04,"Board of Fisheries
Confirm - Heimbuch",
32:H0823,32,H0823,2022-05-04,"Board of Game
Confirm - Barrette",
32:H0824,32,H0824,2022-05-04,"Board of Game
Confirm - Cooney",
32:H0825,32,H0825,2022-05-04,"Board of Game
Confirm - Cusack",
32:H0826,32,H0826,2022-05-04,"State Commission for Human Rights
Confirm - Ruffridge",
32:H0827,32,H0827,2022-05-04,"Board of Certified Direct-Entry Midwives
Confirm - St. George",
32:H0828,32,H0828,2022-05-04,"Board of Pharmacy
Confirm - Bell",
32:H0829,32,H0829,2022-05-04,"Board of Pharmacy
Confirm - Schaber",
32:H0830,32,H0830,2022-05-04,"Alaska Workers' Compensation Board
Confirm - Dennis",
32:H0831,32,H0831,2022-05-04,"Alaska Workers' Compensation Board
Confirm - Faulkner",
32:H0832,32,H0832,2022-05-04,"Marijuana Control Board
Rescind Previous Action on Confirming Schulte
Confirm - Schulte",
32:H0834,32,H0834,2022-05-05,"HCS CSSB 81(FIN)
Second Reading
Advance to Third Reading on the Same Day",32:SB  81
32:H0835,32,H0835,2022-05-05,"HCS CSSB 81(FIN)
Third Reading
Final Passage",32:SB  81
32:H0836,32,H0836,2022-05-05,"SB 168
Third Reading
Final Passage",32:SB 168
32:H0837,32,H0837,2022-05-05,"SCS CSHB 85(L&C)
Concur",32:HB  85
32:H0839,32,H0839,2022-05-09,"HB 64
Second Reading
Adopt Fisheries CS",32:HB  64
32:H0840,32,H0840,2022-05-09,"CSHB 64(FSH)
Second Reading
Amendment No. 1.B - Page 9, line 23",32:HB  64
32:H0841,32,H0841,2022-05-09,"CSHB 177(STA)
Second Reading
Amendment No. 1",32:HB 177
32:H0842,32,H0842,2022-05-09,"CSHB 177(STA)
Third Reading
Final Passage",32:HB 177
32:H0843,32,H0843,2022-05-09,"HCS CSSB 174(L&C) am H
Second Reading
Amendment No. 2",32:SB 174
32:H0844,32,H0844,2022-05-09,"HCS CSSB 174(L&C) am H
Second Reading
Amendment No. 3",32:SB 174
32:H0845,32,H0845,2022-05-09,"HCS CSSB 174(L&C) am H
Second Reading
Amendment No. 4",32:SB 174
32:H0846,32,H0846,2022-05-09,"HCS CSSB 174(L&C) am H
Second Reading
Amendment No. 5",32:SB 174
32:H0847,32,H0847,2022-05-09,"CSHB 172(FIN)
Second Reading
Amendment No. 1",32:HB 172
32:H0848,32,H0848,2022-05-09,"CSHB 172(FIN) am
Second Reading
Amendment No. 3",32:HB 172
32:H0849,32,H0849,2022-05-09,"CSHB 172(FIN) am
Second Reading
Amendment No. 5",32:HB 172
32:H0851,32,H0851,2022-05-10,"CSHB 349(RES)
Second Reading
Amendment No. 2 to Amendment No. 1",32:HB 349
32:H0852,32,H0852,2022-05-10,"CSHB 349(RES)
Second Reading
Amendment No. 1.B - Page 1, line 11 through page 2, line 11",32:HB 349
32:H0853,32,H0853,2022-05-10,"CSHB 349(RES)
Second Reading
Amendment No. 1.A - Page 1, lines 8-9",32:HB 349
32:H0854,32,H0854,2022-05-10,"CSSB 11(JUD)
Third Reading
Final Passage",32:SB  11
32:H0855,32,H0855,2022-05-10,"CSHB 64(FSH)
Third Reading
Final Passage",32:HB  64
32:H0856,32,H0856,2022-05-10,"CSHB 172(FIN) am
Third Reading
Final Passage",32:HB 172
32:H0857,32,H0857,2022-05-10,"HCS CSSB 174(L&C) am H
Third Reading
Return to Second for Amendment No. 2",32:SB 174
32:H0858,32,H0858,2022-05-10,"HCS CSSB 174(L&C) am H
Third Reading
Final Passage",32:SB 174
32:H0860,32,H0860,2022-05-11,"CSHB 226(FIN)
Second Reading
Amendment No. 1",32:HB 226
32:H0861,32,H0861,2022-05-11,"CSHB 226(FIN) am
Second Reading
Amendment No. 2",32:HB 226
32:H0862,32,H0862,2022-05-11,"CSHB 226(FIN) am
Second Reading
Amendment No. 3",32:HB 226
32:H0863,32,H0863,2022-05-11,"CSHB 226(FIN) am
Second Reading
Amendment No. 4",32:HB 226
32:H0864,32,H0864,2022-05-11,"HB 357
Second Reading
Amendment No. 1",32:HB 357
32:H0865,32,H0865,2022-05-11,"HB 357 am
Third Reading
Final Passage",32:HB 357
32:H0866,32,H0866,2022-05-11,"CSHB 349(RES)
Third Reading
Final Passage",32:HB 349
32:H0867,32,H0867,2022-05-11,"HB 358
Third Reading
Final Passage",32:HB 358
32:H0868,32,H0868,2022-05-11,"HB 402
Third Reading
Final Passage",32:HB 402
32:H0869,32,H0869,2022-05-11,"SB 143
Third Reading
Final Passage",32:SB 143
32:H0870,32,H0870,2022-05-11,"HB 206
Discharge Bill from Judiciary Committee",32:HB 206
32:H0872,32,H0872,2022-05-14,"SCS CSHB 281(FIN) am S
Concur",32:HB 281
32:H0874,32,H0874,2022-05-15,Sustain Ruling of the Chair,
32:H0875,32,H0875,2022-05-15,"SCS CSHB 282(FIN) am S
Concur",32:HB 282
32:H0876,32,H0876,2022-05-15,"In Memoriam - Clement ""Clem"" V. Tillion
Approve Citation(s) on the Calendar",
32:H0877,32,H0877,2022-05-15,"HB 325
Third Reading
Final Passage",32:HB 325
32:H0878,32,H0878,2022-05-15,"HCS CSSB 9(FIN)
Second Reading
Amendment No. 1",32:SB   9
32:H0879,32,H0879,2022-05-15,"HCS CSSB 9(FIN)
Second Reading
Amendment No. 2",32:SB   9
32:H0880,32,H0880,2022-05-15,"HCS CSSB 9(FIN)
Second Reading
Amendment No. 3",32:SB   9
32:H0881,32,H0881,2022-05-15,"HCS CSSB 9(FIN)
Second Reading
Amendment No. 5",32:SB   9
32:H0882,32,H0882,2022-05-15,"HCS CSSB 9(FIN)
Second Reading
Amendment No. 6",32:SB   9
32:H0883,32,H0883,2022-05-15,"HCS CSSB 9(FIN) am H
Third Reading
Final Passage",32:SB   9
32:H0884,32,H0884,2022-05-15,"HCS CSSB 9(FIN) am H
Third Reading
Effective Date",32:SB   9
32:H0885,32,H0885,2022-05-15,"HCS CSSB 9(FIN) am H
Third Reading
Court Rule(s)",32:SB   9
32:H0886,32,H0886,2022-05-15,"CSSB 177(RES)
Third Reading
Final Passage",32:SB 177
32:H0887,32,H0887,2022-05-15,"CSHB 226(FIN) am
Third Reading
Final Passage",32:HB 226
32:H0888,32,H0888,2022-05-15,"CSHB 226(FIN) am
Third Reading
Effective Date",32:HB 226
32:H0889,32,H0889,2022-05-15,"SB 156
Discharge Bill from State Affairs Committee",32:SB 156
32:H0891,32,H0891,2022-05-16,"CSSB 34(JUD)
Second Reading
Adopt Tribal Affairs HCS",32:SB  34
32:H0892,32,H0892,2022-05-16,"HCS CSSB 95(STA)
Third Reading
Final Passage",32:SB  95
32:H0893,32,H0893,2022-05-16,"HCS CSSB 203(FIN) am H
Second Reading
Amendment No. 4",32:SB 203
32:H0894,32,H0894,2022-05-16,"CSHB 276(L&C) am
Third Reading
Final Passage",32:HB 276
32:H0895,32,H0895,2022-05-16,"HB 413
Third Reading
Final Passage",32:HB 413
32:H0896,32,H0896,2022-05-16,"CSSB 7(JUD)
Third Reading
Final Passage",32:SB   7
32:H0897,32,H0897,2022-05-16,"HCS CSSB 71(STA)
Third Reading
Final Passage",32:SB  71
32:H0898,32,H0898,2022-05-16,"HCS CSSB 71(STA)
Third Reading
Effective Date",32:SB  71
32:H0899,32,H0899,2022-05-16,"CSHB 226(FIN) am
Third Reading
Final Passage
Reconsideration",32:HB 226
32:H0900,32,H0900,2022-05-16,"CSHB 226(FIN) am
Third Reading
Effective Date
Reconsideration",32:HB 226
32:H0901,32,H0901,2022-05-16,"SB 186
Third Reading
Final Passage",32:SB 186
32:H0902,32,H0902,2022-05-16,"CSSB 243(FIN)
Third Reading
Final Passage",32:SB 243
32:H0903,32,H0903,2022-05-16,"SJR 23
Third Reading
Final Passage",32:SJR 23
32:H0904,32,H0904,2022-05-16,"HB 416
Third Reading
Table",32:HB 416
32:H0905,32,H0905,2022-05-16,"HB 416
Third Reading
Final Passage",32:HB 416
32:H0906,32,H0906,2022-05-16,"HB 416
Third Reading
Effective Date",32:HB 416
32:H0908,32,H0908,2022-05-17,"HCS CSSB 25(STA)
Third Reading
Final Passage",32:SB  25
32:H0909,32,H0909,2022-05-17,"HCS CSSB 45(FIN)
Second Reading
Amendment No. 1",32:SB  45
32:H0910,32,H0910,2022-05-17,"HCS CSSB 45(FIN)
Second Reading
Amendment No. 3",32:SB  45
32:H0911,32,H0911,2022-05-17,"HCS CSSB 80(FIN) am H
Second Reading
Amendment No. 2 to Amendment No. 2",32:SB  80
32:H0912,32,H0912,2022-05-17,"HCS CSSB 80(FIN) am H
Second Reading
Amendment No. 3 to Amendment No. 2",32:SB  80
32:H0913,32,H0913,2022-05-17,"HCS CSSB 80(FIN) am H
Second Reading
Amendment No. 2",32:SB  80
32:H0914,32,H0914,2022-05-17,"HCS CSSB 80(FIN) am H
Second Reading
Amendment No. 3",32:SB  80
32:H0915,32,H0915,2022-05-17,"SB 131(title am)
Second Reading
Adopt Finance HCS",32:SB 131
32:H0916,32,H0916,2022-05-17,"CSSB 173(FIN)
Second Reading
Amendment No. 1",32:SB 173
32:H0917,32,H0917,2022-05-17,"CSSB 173(FIN) am H
Third Reading
Final Passage",32:SB 173
32:H0918,32,H0918,2022-05-17,"HCR 21
Special Order of Business",32:HCR 21
32:H0919,32,H0919,2022-05-17,"CSSB 193(FIN)
Third Reading
Final Passage",32:SB 193
32:H0920,32,H0920,2022-05-17,"HCS CSSB 204(FIN) am H
Third Reading
Final Passage",32:SB 204
32:H0921,32,H0921,2022-05-17,"HCS CSSB 204(FIN) am H
Third Reading
Effective Date",32:SB 204
32:H0922,32,H0922,2022-05-17,"HCR 20
Special Order of Business",32:HCR 20
32:H0923,32,H0923,2022-05-17,"HCS CSSB 34(TRB)
Third Reading
Final Passage",32:SB  34
32:H0924,32,H0924,2022-05-17,"CSSB 161(JUD)
Third Reading
Final Passage",32:SB 161
32:H0925,32,H0925,2022-05-17,"HCS CSSB 203(FIN) am H
Third Reading
Final Passage",32:SB 203
32:H0926,32,H0926,2022-05-17,"HR 12
Second Reading
Final Passage",32:HR  12
32:H0927,32,H0927,2022-05-17,"SCS HB 123(STA)
Concur",32:HB 123
32:H0928,32,H0928,2022-05-17,"SCS HB 155(JUD)
Concur",32:HB 155
32:H0929,32,H0929,2022-05-17,"SCS CSHB 172(FIN)
Concur",32:HB 172
32:H0930,32,H0930,2022-05-17,"SCS CSHB 172(FIN)
Court Rule(s)
Concur",32:HB 172
32:H0931,32,H0931,2022-05-17,"SCR 23
Special Order of Business",32:SCR 23
32:H0932,32,H0932,2022-05-17,"CSSB 32(FIN)
Second Reading
Amendment No. 4",32:SB  32
32:H0933,32,H0933,2022-05-17,"CSSB 32(FIN) am H
Second Reading
Amendment No. 5",32:SB  32
32:H0934,32,H0934,2022-05-17,"SCS HB 184(HSS)
Concur",32:HB 184
32:H0935,32,H0935,2022-05-17,"SCR 13
Special Order of Business",32:SCR 13
32:H0936,32,H0936,2022-05-17,"SCS HB 227(L&C) am S
Concur",32:HB 227
32:H0937,32,H0937,2022-05-17,"SCR 18
Special Order of Business",32:SCR 18
32:H0938,32,H0938,2022-05-17,"CSHB 297(HSS)(title am) am S
Concur",32:HB 297
32:H0939,32,H0939,2022-05-17,"SCR 26
Special Order of Business",32:SCR 26
32:H0940,32,H0940,2022-05-17,"SCS CSHB 298(CRA) am S
Concur",32:HB 298
32:H0941,32,H0941,2022-05-17,"SCR 25
Special Order of Business",32:SCR 25
32:H0942,32,H0942,2022-05-17,"SCS CSHB 392(HSS)
Concur",32:HB 392
32:H0943,32,H0943,2022-05-17,"SCS CSHB 411(CRA) am S
Concur",32:HB 411
32:H0944,32,H0944,2022-05-17,"SCR 17
Special Order of Business",32:SCR 17
32:H0946,32,H0946,2022-05-18,"CSSB 136(CRA) am H
Second Reading
Amendment No. 2",32:SB 136
32:H0947,32,H0947,2022-05-18,"CSSB 136(CRA) am H
Second Reading
Amendment No. 1 to Amendment No. 3",32:SB 136
32:H0948,32,H0948,2022-05-18,"CSSB 136(CRA) am H
Second Reading
Amendment No. 3",32:SB 136
32:H0949,32,H0949,2022-05-18,"Debate Be Limited
Intro: 3 min. Debate: 2 min. Closing: 2 min.",32:SB 136
32:H0950,32,H0950,2022-05-18,"CSSB 136(CRA) am H
Second Reading
Amendment No. 1 to Amendment No. 5",32:SB 136
32:H0951,32,H0951,2022-05-18,"CSSB 136(CRA) am H
Second Reading
Amendment No. 2 to Amendment No. 5 as amended",32:SB 136
32:H0952,32,H0952,2022-05-18,"CSSB 136(CRA) am H
Second Reading
Amendment No. 5 as amended",32:SB 136
32:H0953,32,H0953,2022-05-18,"CSSB 136(CRA) am H
Second Reading
Amendment No. 6",32:SB 136
32:H0954,32,H0954,2022-05-18,"CSSB 136(CRA) am H
Second Reading
Advance to Third Reading on the Same Day",32:SB 136
32:H0955,32,H0955,2022-05-18,"HCS CSSB 190(FIN)
Third Reading
Final Passage",32:SB 190
32:H0956,32,H0956,2022-05-18,"HCR 17
Special Order of Business",32:HCR 17
32:H0957,32,H0957,2022-05-18,SB 219 Move to Bottom of Calendar,32:SB 219
32:H0958,32,H0958,2022-05-18,"SCS HB 127(FIN)
Concur",32:HB 127
32:H0959,32,H0959,2022-05-18,"SCR 22
Special Order of Business",32:SCR 22
32:H0960,32,H0960,2022-05-18,"HCS CSSB 20(EDC)
Third Reading
Final Passage",32:SB  20
32:H0961,32,H0961,2022-05-18,"HCS CSSB 45(FIN) am H
Third Reading
Final Passage",32:SB  45
32:H0962,32,H0962,2022-05-18,"HCS CSSB 45(FIN) am H
Third Reading
Effective Date",32:SB  45
32:H0963,32,H0963,2022-05-18,"HCR 16
Take Up
Special Order of Business",32:HCR 16
32:H0964,32,H0964,2022-05-18,"HCR 16
Special Order of Business",32:HCR 16
32:H0965,32,H0965,2022-05-18,"HCS CSSB 20(EDC)
Third Reading
Final Passage
Rescind Previous Action in Passing",32:SB  20
32:H0966,32,H0966,2022-05-18,"HCS SB 131(FIN)
Third Reading
Final Passage",32:SB 131
32:H0967,32,H0967,2022-05-18,"HCR 19
Special Order of Business",32:HCR 19
32:H0968,32,H0968,2022-05-18,"HCS CSSB 185(L&C)
Third Reading
Final Passage",32:SB 185
32:H0969,32,H0969,2022-05-18,"CSHJR 32(MLV)
Third Reading
Final Passage",32:HJR 32
32:H0970,32,H0970,2022-05-18,"HR 13
Second Reading
Final Passage",32:HR  13
32:H0971,32,H0971,2022-05-18,"Take Up HB 281 & HB 282 Today
Sustain Ruling of the Chair",32:HB 282
32:H0972,32,H0972,2022-05-18,"SCS CSHB 62(JUD)
Concur",32:HB  62
32:H0973,32,H0973,2022-05-18,"SCS HB 102(FIN)
Concur",32:HB 102
32:H0974,32,H0974,2022-05-18,"SCS HB 114(FIN) am S
Concur",32:HB 114
32:H0975,32,H0975,2022-05-18,"SCS HB 114(FIN) am S
Effective Date
Concur",32:HB 114
32:H0976,32,H0976,2022-05-18,"SCR 24
Special Order of Business",32:SCR 24
32:H0977,32,H0977,2022-05-18,"SCR 24
Rescind Previous Action in failing to adopt
Special Order of Business",32:SCR 24
32:H0978,32,H0978,2022-05-18,"SJR 12
Third Reading
Final Passage",32:SJR 12
32:H0979,32,H0979,2022-05-18,"SCS CSHB 265(FIN)
Concur",32:HB 265
32:H0980,32,H0980,2022-05-18,"SCS HB 168(FIN)
Concur",32:HB 168
32:H0981,32,H0981,2022-05-18,"SCR 19
Special Order of Business",32:SCR 19
32:H0982,32,H0982,2022-05-18,"SCS CSHB 363(FIN)
Concur",32:HB 363
32:H0983,32,H0983,2022-05-18,"CSHB 226(FIN) am(efd fld) am S
Concur",32:HB 226
32:H0984,32,H0984,2022-05-18,"HB 325 am S(efd add S)
Concur",32:HB 325
32:H0985,32,H0985,2022-05-18,"SCR 27
Special Order of Business",32:SCR 27
32:H0986,32,H0986,2022-05-18,"SCS CSHB 291(FIN)
Concur",32:HB 291
32:H0987,32,H0987,2022-05-18,"SCS CSHB 291(FIN)
Effective Date
Concur",32:HB 291
32:H0988,32,H0988,2022-05-18,"SCR 28
Special Order of Business",32:SCR 28
32:H0989,32,H0989,2022-05-18,"HCS SB 131(FIN)
Recede",32:SB 131
32:H0990,32,H0990,2022-05-18,"HB 163 am S(efd add S)
Concur",32:HB 163
32:H0991,32,H0991,2022-05-18,"SCR 30
Special Order of Business",32:SCR 30
32:H0992,32,H0992,2022-05-18,"SB 219
Second Reading
Amendment No. 1",32:SB 219
32:H0993,32,H0993,2022-05-18,"SB 219 am H
Second Reading
Amendment No. 3b",32:SB 219
32:H0994,32,H0994,2022-05-18,"SB 219 am H
Second Reading
Table",32:SB 219
32:H0995,32,H0995,2022-05-18,"Sense of the House
Table",
32:H0996,32,H0996,2022-05-18,"Debate Limit
Intro: 3 min. Debate: 2 min.
Suspend for HB 281",32:HB 281
32:H0997,32,H0997,2022-05-18,"CCS HB 281
Adopt",32:HB 281
32:H0998,32,H0998,2022-05-18,"CCS HB 281
Constitutional Budget Reserve Appropriations",32:HB 281
32:H0999,32,H0999,2022-05-18,"CCS HB 281
Effective Date",32:HB 281
32:H1000,32,H1000,2022-05-18,"CCS HB 282
Adopt",32:HB 282
32:H1001,32,H1001,2022-05-18,"CCS HB 282
Effective Date",32:HB 282
32:H1002,32,H1002,2022-05-18,"CCS HB 281
Rescind previous action in failing to adopt
Constitutional Budget Reserve Appropriations",32:HB 281
32:H1003,32,H1003,2022-05-18,"CSHB 349(RES) am S(efd add S)
Concur",32:HB 349
32:H1004,32,H1004,2022-05-18,"SCR 29
Special Order of Business",32:SCR 29
32:H1005,32,H1005,2022-05-18,"SCS HB 306(FIN)
Concur",32:HB 306
32:H1006,32,H1006,2022-05-19,"SCR 31
Special Order of Business",32:SCR 31
32:H1007,32,H1007,2022-05-19,"CCS SB 131
Adopt",32:SB 131
32:S0003,32,S0003,2021-01-20,"Replace Senator Hoffman with Senator Kiehl
on Legislative Council?",
32:S0004,32,S0004,2021-01-20,"Replace Senator Hoffman with Senator Gray-Jackson
on Legislative Budget and Audit?",
32:S0005,32,S0005,2021-01-20,"Shall Senator Wilson and Senator Begich be ratified
as members to the Select Committee on
Legislative Ethics?",
32:S0006,32,S0006,2021-01-20,"Shall Senator Stevens and Senator Gray-Jackson be ratified
as alternate members to the Select Committee on
Legislative Ethics?",
32:S0012,32,S0012,2021-02-03,"SR 1
Final Passage",32:SR   1
32:S0013,32,S0013,2021-02-03,"SCR 1 am
Final Passage",32:SCR  1
32:S0016,32,S0016,2021-02-10,"Shall Dennis 'Skip' Cook, Joyce M. Anderson and
Gerald (Jerry) McBeath be ratified as Public Members
to the Select Committee on Legislative Ethics?",
32:S0018,32,S0018,2021-02-12,"SB 56
Discharge from Finance Committee?",32:SB  56
32:S0019,32,S0019,2021-02-12,"SR 2 am
Final Passage",32:SR   2
32:S0024,32,S0024,2021-02-24,"CSSB 70(HSS)
Third Reading - Final Passage
Effective Date(s)",32:SB  70
32:S0027,32,S0027,2021-03-01,"CSSB 24(L&C)
Third Reading - Final Passage
Effective Date(s)",32:SB  24
32:S0032,32,S0032,2021-03-10,"Allow Senate Leadership to Enforce
Legislative Council Policies in All
Senate and Common Capitol Spaces?",
32:S0033,32,S0033,2021-03-10,"SB 22
Third Reading - Final Passage",32:SB  22
32:S0035,32,S0035,2021-03-15,"SCR 2
Final Passage
Effective Date(s)",32:SCR  2
32:S0038,32,S0038,2021-03-19,"Postpone Question on State Affairs Committee Report
on SB 40 to March 24, 2021?",32:SB  40
32:S0039,32,S0039,2021-03-19,"CSSJR 9(L&C)
Third Reading - Final Passage",32:SJR  9
32:S0041,32,S0041,2021-03-22,"HCS CSSB 24(L&C)
Shall the Senate Concur in the House Amendment
to CSSB 24(L&C)?
Effective Date(s)",32:SB  24
32:S0042,32,S0042,2021-03-22,"SB 21
Third Reading - Final Passage
Effective Date(s)",32:SB  21
32:S0043,32,S0043,2021-03-22,"CSSJR 8(RES)
Third Reading - Final Passage",32:SJR  8
32:S0047,32,S0047,2021-03-29,"CSSB 19(FIN)
Third Reading - Final Passage
Effective Date(s)",32:SB  19
32:S0048,32,S0048,2021-03-29,"SCS CSHJR 12(RES) am S
Third Reading - Final Passage",32:HJR 12
32:S0050,32,S0050,2021-03-31,"SCR 3
Final Passage",32:SCR  3
32:S0051,32,S0051,2021-03-31,"SB 69 am
Third Reading - Final Passage
Effective Date(s)",32:SB  69
32:S0052,32,S0052,2021-03-31,"SB 87
Third Reading - Final Passage
Effective Date(s)",32:SB  87
32:S0054,32,S0054,2021-04-07,"CSSJR 9(L&C) am H
Shall the Senate Concur in the House Amendment
to CSSJR 9(L&C)?",32:SJR  9
32:S0055,32,S0055,2021-04-07,"CSSB 32(FIN)
Third Reading - Final Passage
Effective Date(s)",32:SB  32
32:S0056,32,S0056,2021-04-07,"CSSB 36(EDC)
Third Reading - Final Passage",32:SB  36
32:S0058,32,S0058,2021-04-09,"SB 40
Third Reading - Final Passage",32:SB  40
32:S0060,32,S0060,2021-04-12,"CSSB 65(JUD)
Third Reading - Final Passage",32:SB  65
32:S0064,32,S0064,2021-04-19,Adopt Committee on Committees Report?,
32:S0067,32,S0067,2021-04-23,"CSSB 28(STA)
Third Reading - Final Passage
Effective Date(s)",32:SB  28
32:S0069,32,S0069,2021-04-26,"CSSB 89(FIN)
Third Reading - Final Passage",32:SB  89
32:S0070,32,S0070,2021-04-26,"CSHB 76(FIN) am
Second Reading
Adopt Finance Senate Committee Substitute?",32:HB  76
32:S0071,32,S0071,2021-04-26,"HB 3
Waive Uniform Rule 23?",32:HB   3
32:S0073,32,S0073,2021-04-28,"SCS CSHB 76(FIN) am S
Second Reading
Amendment No. 5?",32:HB  76
32:S0074,32,S0074,2021-04-28,"SCS CSHB 76(FIN) am S
Second Reading
Amendment No. 7?",32:HB  76
32:S0075,32,S0075,2021-04-28,"SCS CSHB 76(FIN) am S
Second Reading
Amendment No. 8?",32:HB  76
32:S0076,32,S0076,2021-04-28,"SCS CSHB 76(FIN) am S
Second Reading
Amendment No. 9?",32:HB  76
32:S0077,32,S0077,2021-04-28,"SCS CSHB 76(FIN) am S
Second Reading
Amendment No. 11?",32:HB  76
32:S0078,32,S0078,2021-04-28,"SCS CSHB 76(FIN) am S
Second Reading
Amendment No. 12?",32:HB  76
32:S0079,32,S0079,2021-04-28,"SCS CSHB 76(FIN) am S
Second Reading
Amendment No. 13?",32:HB  76
32:S0080,32,S0080,2021-04-28,"SCS CSHB 76(FIN) am S
Second Reading
Amendment No. 15?",32:HB  76
32:S0081,32,S0081,2021-04-28,"SCS CSHB 76(FIN) am S
Second Reading
Amendment No. 17?",32:HB  76
32:S0082,32,S0082,2021-04-28,"SCS CSHB 76(FIN) am S
Second Reading
Amendment No. 18?",32:HB  76
32:S0083,32,S0083,2021-04-28,"SCS CSHB 76(FIN) am S
Second Reading
Amendment No. 20?",32:HB  76
32:S0084,32,S0084,2021-04-28,"SCS CSHB 76(FIN) am S
Second Reading
Amendment No. 27?",32:HB  76
32:S0085,32,S0085,2021-04-28,"SCS CSHB 76(FIN) am S
Second Reading
Amendment No. 28?",32:HB  76
32:S0086,32,S0086,2021-04-28,"SCS CSHB 76(FIN) am S
Second Reading
Amendment No. 29?",32:HB  76
